Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13415","English Language And Literature (ENGLISH)"," 125","007","College Writing","REC","PI W","M","","W","","F","","","12-1PM","4175 AH","Slattery-Quintanilla",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13423","English Language And Literature (ENGLISH)"," 125","008","College Writing","REC","PI W","M","","W","","F","","","2-3PM","2454 MH","Witkowski",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13425","English Language And Literature (ENGLISH)"," 125","009","College Writing","REC","PI W","M","","W","","","","","830-10AM","2469 MH","Chapman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13427","English Language And Literature (ENGLISH)"," 125","010","College Writing","REC","PI W","M","","W","","F","","","3-4PM","2454 MH","Witkowski",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13433","English Language And Literature (ENGLISH)"," 125","011","College Writing","REC","PI W","","T","","TH","","","","830-10AM","4207 AH","Dekker",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13435","English Language And Literature (ENGLISH)"," 125","012","College Writing","REC","PI W","","T","","TH","","","","4-530PM","3347 MH","Porte",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13437","English Language And Literature (ENGLISH)"," 125","013","College Writing","REC","PI W","M","","W","","F","","","10-11AM","171 LORCH","Carr",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13439","English Language And Literature (ENGLISH)"," 125","014","College Writing","REC","PI W","M","","W","","","","","4-530PM","2468 MH","Wetherell",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13441","English Language And Literature (ENGLISH)"," 125","015","College Writing","REC","PI W","","T","","TH","","","","230-4PM","2469 MH","Bozio",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13443","English Language And Literature (ENGLISH)"," 125","016","College Writing","REC","PI W","","T","","TH","","","","830-10AM","1010 DOW","Pasfield",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13445","English Language And Literature (ENGLISH)"," 125","017","College Writing","REC","PI W","","T","","TH","","","","1130-1PM","2468 MH","Hanna",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13447","English Language And Literature (ENGLISH)"," 125","018","College Writing","REC","PI W","","T","","TH","","","","1-230PM","113 MOJO","Gerben",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13449","English Language And Literature (ENGLISH)"," 125","019","College Writing","REC","PI W","","T","","TH","","","","1130-1PM","2469 MH","Harris",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13451","English Language And Literature (ENGLISH)"," 125","020","College Writing","REC","PI W","","T","","TH","","","","230-4PM","2475 MH","Feder",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26881","English Language And Literature (ENGLISH)"," 125","021","College Writing","REC","PI W","","T","","TH","","","","4-530PM","2336 MH","Short",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13453","English Language And Literature (ENGLISH)"," 125","022","College Writing","REC","PI W","M","","W","","","","","830-10AM","2401 MH","Veenstra",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13455","English Language And Literature (ENGLISH)"," 125","023","College Writing","REC","PI W","M","","W","","","","","7-830PM","2469 MH","Lira",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13457","English Language And Literature (ENGLISH)"," 125","024","College Writing","REC","PI W","M","","W","","F","","","11-12PM","2475 MH","Hawkins",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13459","English Language And Literature (ENGLISH)"," 125","025","College Writing","REC","PI W","","T","","TH","","","","830-10AM","2006 MLB","Hedges",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13461","English Language And Literature (ENGLISH)"," 125","026","College Writing","REC","PI W","","T","","TH","","","","830-10AM","2468 MH","Tondre",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13463","English Language And Literature (ENGLISH)"," 125","027","College Writing","REC","PI W","M","","W","","","","","230-4PM","3401 MH","Kearns",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13465","English Language And Literature (ENGLISH)"," 125","028","College Writing","REC","PI W","","T","","TH","","","","830-10AM","4199 AH","Goedde",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13469","English Language And Literature (ENGLISH)"," 125","029","College Writing","REC","PI W","M","","W","","","","","4-530PM","2475 MH","Babcock",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13471","English Language And Literature (ENGLISH)"," 125","030","College Writing","REC","PI W","M","","W","","F","","","11-12PM","337 DENN","Gramm",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13473","English Language And Literature (ENGLISH)"," 125","031","College Writing","REC","PI W","M","","W","","F","","","12-1PM","2462 MH","Simpson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13475","English Language And Literature (ENGLISH)"," 125","032","College Writing","REC","PIR ","M","","W","","","","","10-1130AM","1006 ALH","Deriggi",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13477","English Language And Literature (ENGLISH)"," 125","033","College Writing","REC","PI W","M","","W","","","","","10-1130AM","3411 MH","Walsh",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13479","English Language And Literature (ENGLISH)"," 125","034","College Writing","REC","PI W","M","","W","","","","","830-10AM","G634 HH","Wetherell",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13481","English Language And Literature (ENGLISH)"," 125","035","College Writing","REC","PI W","M","","W","","","","","10-1130AM","2401 MH","Middleton",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13483","English Language And Literature (ENGLISH)"," 125","036","College Writing","REC","PI W","M","","W","","","","","1-230PM","2475 MH","Hutchinson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13485","English Language And Literature (ENGLISH)"," 125","037","College Writing","REC","PI W","M","","W","","","","","1130-1PM","3302 MH","Chapman",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26885","English Language And Literature (ENGLISH)"," 125","038","College Writing","REC","PI W","M","","W","","","","","10-1130AM","G634 HH","Keane",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13487","English Language And Literature (ENGLISH)"," 125","039","College Writing","REC","PI W","M","","W","","","","","4-530PM","1339 MH","Watrous",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13489","English Language And Literature (ENGLISH)"," 125","040","College Writing","REC","PI W","M","","W","","","","","4-530PM","2306 MH","Khleif",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13491","English Language And Literature (ENGLISH)"," 125","041","College Writing","REC","PI W","M","","W","","","","","1-230PM","2469 MH","Veenstra",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13493","English Language And Literature (ENGLISH)"," 125","042","College Writing","REC","PI W","M","","W","","","","","1-230PM","2468 MH","Kearns",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13495","English Language And Literature (ENGLISH)"," 125","043","College Writing","REC","PIRW","","T","","TH","","","","10-1130AM","BURSLEY","Hutton",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26887","English Language And Literature (ENGLISH)"," 125","044","College Writing","REC","PI W","M","","W","","","","","7-830PM","2401 MH","Neiderhiser",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13497","English Language And Literature (ENGLISH)"," 125","045","College Writing","REC","PI W","","T","","TH","","","","1-230PM","2454 MH","Tyndall",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26889","English Language And Literature (ENGLISH)"," 125","046","College Writing","REC","PI W","M","","W","","","","","1130-1PM","1448 MH","Thornburg",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13499","English Language And Literature (ENGLISH)"," 125","047","College Writing","REC","PI W","M","","W","","F","","","12-1PM","2475 MH","Swofford",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13501","English Language And Literature (ENGLISH)"," 125","048","College Writing","REC","PI W","M","","W","","","","","4-530PM","3356 MH","Friedlander",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","26883","English Language And Literature (ENGLISH)"," 125","049","College Writing","REC","PIR ","M","","W","","","","","230-4PM","66GR EQ","Cooper",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13505","English Language And Literature (ENGLISH)"," 125","050","College Writing","REC","PI W","","T","","TH","","","","1130-1PM","2475 MH","Barnes",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","28621","English Language And Literature (ENGLISH)"," 125","051","College Writing","REC","PI W","M","","W","","F","","","10-11AM","331 DENN","Gramm",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13507","English Language And Literature (ENGLISH)"," 125","052","College Writing","REC","PI W","","T","","TH","","","","230-4PM","2454 MH","Manery",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13509","English Language And Literature (ENGLISH)"," 125","053","College Writing","REC","PD  ","M","","W","","F","","","10-11AM","2462 MH","Tessier",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13511","English Language And Literature (ENGLISH)"," 125","054","College Writing","REC","PD  ","M","","W","","F","","","12-1PM","A859 CHEM","Tessier",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13513","English Language And Literature (ENGLISH)"," 125","055","College Writing","REC","PD  ","","T","","TH","","","","10-1130AM","2468 MH","Allen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13515","English Language And Literature (ENGLISH)"," 125","056","College Writing","REC","PD  ","","T","","TH","","","","1-230PM","2468 MH","Allen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13517","English Language And Literature (ENGLISH)"," 125","057","College Writing","REC","PD  ","M","","W","","","","","1130-1PM","2455 MH","Olsen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13519","English Language And Literature (ENGLISH)"," 125","058","College Writing","REC","PD  ","M","","W","","","","","1-230PM","3314 MH","Olsen",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13521","English Language And Literature (ENGLISH)"," 125","059","College Writing","REC","PI W","M","","W","","F","","","10-11AM","257 DENN","Bakopoulos",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13523","English Language And Literature (ENGLISH)"," 125","060","College Writing","REC","PI W","M","","W","","","","","1130-1PM","3451 MH","Walsh",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13525","English Language And Literature (ENGLISH)"," 125","061","College Writing","REC","PI W","M","","W","","","","","830-10AM","1509 CCL","Finley",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13527","English Language And Literature (ENGLISH)"," 125","062","College Writing","REC","PI W","M","","W","","","","","1130-1PM","3356 MH","Pomerantz",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13529","English Language And Literature (ENGLISH)"," 125","063","College Writing","REC","PI W","","T","","TH","","","","230-4PM","3302 MH","Johnson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13531","English Language And Literature (ENGLISH)"," 125","064","College Writing","REC","PI W","M","","W","","","","","230-4PM","3302 MH","Veenstra",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13533","English Language And Literature (ENGLISH)"," 125","065","College Writing","REC","PI W","M","","W","","","","","10-1130AM","4211 AH","Brakefield",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13535","English Language And Literature (ENGLISH)"," 125","066","College Writing","REC","PI W","M","","W","","","","","1-230PM","3302 MH","Jackson",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13537","English Language And Literature (ENGLISH)"," 125","067","College Writing","REC","PI W","","T","","TH","","","","4-530PM","2475 MH","Levin",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13539","English Language And Literature (ENGLISH)"," 125","068","College Writing","REC","PIR ","","T","","TH","","","","10-1130AM","66GR EQ","Modey",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13541","English Language And Literature (ENGLISH)"," 125","069","College Writing","REC","PIR ","","T","","TH","","","","1-230PM","KLEIN ALH","Deriggi",
"Fall 2010","Regular Academic Session","Literature, Science & the Arts","13543","English Language And Literature (ENGLISH)"," 125","070","College Writing","REC","PI W","","T","","TH","","","","7-830PM","2475 MH","Levin",
